zone,pixel_id,universe,channel,cat_x,cat_y,cat_z,x_norm,y_norm,z_norm
quad-arch-front-top-right,2751,35,133,-9.3887,10.4611,3.2960,0.1101,0.5575,0.7128
quad-arch-front-top-right,2752,35,136,-9.3313,10.3222,3.2960,0.1123,0.5500,0.7128
quad-arch-front-top-right,2753,35,139,-9.2812,10.2084,3.2960,0.1142,0.5439,0.7128
quad-arch-front-top-right,2754,35,142,-9.2522,10.1095,3.2960,0.1153,0.5386,0.7128
quad-arch-front-top-right,2755,35,145,-9.2342,10.0270,3.2960,0.1160,0.5341,0.7128
quad-arch-front-top-right,2756,35,148,-9.1943,9.9497,3.2960,0.1175,0.5300,0.7128
quad-arch-front-top-right,2757,35,151,-9.1555,9.7960,3.2960,0.1189,0.5217,0.7128
quad-arch-front-top-right,2758,35,154,-9.1215,9.6419,3.2960,0.1202,0.5135,0.7128
quad-arch-front-top-right,2759,35,157,-9.0808,9.4980,3.2960,0.1218,0.5057,0.7128
quad-arch-front-top-right,2760,35,160,-9.0544,9.3422,3.2960,0.1227,0.4974,0.7128
quad-arch-front-top-right,2761,35,163,-9.0315,9.1856,3.2960,0.1236,0.4890,0.7128
quad-arch-front-top-right,2762,35,166,-9.0160,9.0278,3.2960,0.1242,0.4805,0.7128
quad-arch-front-top-right,2763,35,169,-9.0086,8.8692,3.2960,0.1245,0.4720,0.7128
quad-arch-front-top-right,2764,35,172,-8.9730,8.8041,3.2960,0.1258,0.4685,0.7128
quad-arch-front-top-right,2765,35,175,-8.9495,8.6471,3.2960,0.1267,0.4600,0.7128
quad-arch-front-top-right,2766,35,178,-8.9228,8.4932,3.2960,0.1277,0.4518,0.7128
quad-arch-front-top-right,2767,35,181,-8.9335,8.3348,3.2960,0.1273,0.4433,0.7128
quad-arch-front-top-right,2768,35,184,-8.9441,8.1764,3.2960,0.1269,0.4348,0.7128
quad-arch-front-top-right,2769,35,187,-8.9548,8.0180,3.2960,0.1265,0.4263,0.7128
quad-arch-front-top-right,2770,35,190,-10.7462,8.0180,5.7344,0.0590,0.4263,0.8546
quad-arch-front-top-right,2771,35,193,-10.7570,8.1764,5.7344,0.0586,0.4348,0.8546
quad-arch-front-top-right,2772,35,196,-10.7677,8.3348,5.7344,0.0581,0.4433,0.8546
quad-arch-front-top-right,2773,35,199,-10.7785,8.4931,5.7344,0.0577,0.4518,0.8546
quad-arch-front-top-right,2774,35,202,-10.7514,8.6470,5.7344,0.0588,0.4600,0.8546
quad-arch-front-top-right,2775,35,205,-10.7279,8.8040,5.7344,0.0596,0.4685,0.8546
quad-arch-front-top-right,2776,35,208,-10.6901,8.8692,5.7344,0.0611,0.4720,0.8546
quad-arch-front-top-right,2777,35,211,-10.6827,9.0277,5.7344,0.0614,0.4805,0.8546
quad-arch-front-top-right,2778,35,214,-10.6672,9.1856,5.7344,0.0619,0.4890,0.8546
quad-arch-front-top-right,2779,35,217,-10.6443,9.3421,5.7344,0.0628,0.4974,0.8546
quad-arch-front-top-right,2780,35,220,-10.6180,9.4979,5.7344,0.0638,0.5057,0.8546
quad-arch-front-top-right,2781,35,223,-10.5772,9.6418,5.7344,0.0653,0.5135,0.8546
quad-arch-front-top-right,2782,35,226,-10.5433,9.7960,5.7344,0.0666,0.5217,0.8546
quad-arch-front-top-right,2783,35,229,-10.5044,9.9497,5.7344,0.0681,0.5300,0.8546
quad-arch-front-top-right,2784,35,232,-10.4646,10.0269,5.7344,0.0696,0.5341,0.8546
quad-arch-front-top-right,2785,35,235,-10.4465,10.1095,5.7344,0.0703,0.5386,0.8546
quad-arch-front-top-right,2786,35,238,-10.4175,10.2084,5.7344,0.0714,0.5439,0.8546
quad-arch-front-top-right,2787,35,241,-10.3674,10.3221,5.7344,0.0732,0.5500,0.8546
quad-arch-front-top-right,2788,35,244,-10.3100,10.4611,5.7344,0.0754,0.5575,0.8546
quad-arch-front-top-right,2789,35,247,-10.2775,10.4855,5.7344,0.0766,0.5588,0.8546
quad-arch-front-top-right,2790,35,250,-10.2561,10.5641,5.7344,0.0774,0.5630,0.8546
quad-arch-front-top-right,2791,35,253,-10.2330,10.6394,5.7344,0.0783,0.5670,0.8546
quad-arch-front-top-right,2792,35,256,-10.2007,10.6437,5.7344,0.0795,0.5673,0.8546
quad-arch-front-top-right,2793,35,259,-10.1740,10.6960,5.7344,0.0805,0.5701,0.8546
quad-arch-front-top-right,2794,35,262,-10.1425,10.7903,5.7344,0.0817,0.5751,0.8546
quad-arch-front-top-right,2795,35,265,-10.1046,10.8838,5.7344,0.0832,0.5801,0.8546
quad-arch-front-top-right,2796,35,268,-10.0686,10.9213,5.7344,0.0845,0.5822,0.8546
quad-arch-front-top-right,2797,35,271,-10.0220,10.9796,5.7344,0.0863,0.5853,0.8546
quad-arch-front-top-right,2798,35,274,-9.9773,11.0158,5.7344,0.0879,0.5872,0.8546
quad-arch-front-top-right,2799,35,277,-9.9274,11.0677,5.7344,0.0898,0.5900,0.8546
quad-arch-front-top-right,2800,35,280,-9.8871,11.1567,5.7344,0.0914,0.5948,0.8546
quad-arch-front-top-right,2801,35,283,-9.8494,11.2184,5.7344,0.0928,0.5981,0.8546
quad-arch-front-top-right,2802,35,286,-9.8116,11.1568,5.7344,0.0942,0.5948,0.8546
quad-arch-front-top-right,2803,35,289,-9.7713,11.0678,5.7344,0.0957,0.5900,0.8546
quad-arch-front-top-right,2804,35,292,-9.7214,11.0159,5.7344,0.0976,0.5872,0.8546
quad-arch-front-top-right,2805,35,295,-9.6768,10.9797,5.7344,0.0993,0.5853,0.8546
quad-arch-front-top-right,2806,35,298,-9.6301,10.9213,5.7344,0.1010,0.5822,0.8546
quad-arch-front-top-right,2807,35,301,-9.5941,10.8838,5.7344,0.1024,0.5801,0.8546
quad-arch-front-top-right,2808,35,304,-9.5562,10.7903,5.7344,0.1038,0.5751,0.8546
quad-arch-front-top-right,2809,35,307,-9.5247,10.6959,5.7344,0.1050,0.5701,0.8546
quad-arch-front-top-right,2810,35,310,-9.4981,10.6438,5.7344,0.1060,0.5673,0.8546
quad-arch-front-top-right,2811,35,313,-9.4657,10.6395,5.7344,0.1072,0.5670,0.8546
quad-arch-front-top-right,2812,35,316,-9.4426,10.5641,5.7344,0.1081,0.5630,0.8546
quad-arch-front-top-right,2813,35,319,-9.4212,10.4855,5.7344,0.1089,0.5588,0.8546
quad-arch-front-top-right,2814,35,322,-9.3887,10.4611,5.7344,0.1101,0.5575,0.8546
quad-arch-front-top-right,2815,35,325,-9.3313,10.3222,5.7344,0.1123,0.5500,0.8546
quad-arch-front-top-right,2816,35,328,-9.2812,10.2084,5.7344,0.1142,0.5439,0.8546
quad-arch-front-top-right,2817,35,331,-9.2522,10.1095,5.7344,0.1153,0.5386,0.8546
quad-arch-front-top-right,2818,35,334,-9.2342,10.0270,5.7344,0.1160,0.5341,0.8546
quad-arch-front-top-right,2819,35,337,-9.1943,9.9497,5.7344,0.1175,0.5300,0.8546
quad-arch-front-top-right,2820,35,340,-9.1555,9.7960,5.7344,0.1189,0.5217,0.8546
quad-arch-front-top-right,2821,35,343,-9.1215,9.6419,5.7344,0.1202,0.5135,0.8546
quad-arch-front-top-right,2822,35,346,-9.0808,9.4980,5.7344,0.1218,0.5057,0.8546
quad-arch-front-top-right,2823,35,349,-9.0544,9.3422,5.7344,0.1227,0.4974,0.8546
quad-arch-front-top-right,2824,35,352,-9.0315,9.1856,5.7344,0.1236,0.4890,0.8546
quad-arch-front-top-right,2825,35,355,-9.0160,9.0278,5.7344,0.1242,0.4805,0.8546
quad-arch-front-top-right,2826,35,358,-9.0086,8.8692,5.7344,0.1245,0.4720,0.8546
quad-arch-front-top-right,2827,35,361,-8.9730,8.8041,5.7344,0.1258,0.4685,0.8546
quad-arch-front-top-right,2828,35,364,-8.9495,8.6471,5.7344,0.1267,0.4600,0.8546
quad-arch-front-top-right,2829,35,367,-8.9228,8.4932,5.7344,0.1277,0.4518,0.8546
quad-arch-front-top-right,2830,35,370,-8.9335,8.3348,5.7344,0.1273,0.4433,0.8546
quad-arch-front-top-right,2831,35,373,-8.9441,8.1764,5.7344,0.1269,0.4348,0.8546
quad-arch-front-top-right,2832,35,376,-8.9548,8.0180,5.7344,0.1265,0.4263,0.8546
spire-back-left,2833,44,1,12.1554,8.3421,-7.6768,0.9224,0.4437,0.0746
spire-back-left,2834,44,4,12.2153,8.8385,-7.6768,0.9247,0.4703,0.0746
spire-back-left,2835,44,7,12.2752,9.3349,-7.6768,0.9269,0.4970,0.0746
spire-back-left,2836,44,10,12.3351,9.8313,-7.6768,0.9292,0.5236,0.0746
spire-back-left,2837,44,13,12.3950,10.3277,-7.6768,0.9315,0.5503,0.0746
spire-back-left,2838,44,16,12.4549,10.8241,-7.6768,0.9337,0.5769,0.0746
spire-back-left,2839,44,19,12.5148,11.3205,-7.6768,0.9360,0.6036,0.0746
spire-back-left,2840,44,22,12.5747,11.8169,-7.6768,0.9382,0.6303,0.0746
spire-back-left,2841,44,25,12.6345,12.3133,-7.6768,0.9405,0.6569,0.0746
spire-back-left,2842,44,28,12.6944,12.8097,-7.6768,0.9427,0.6836,0.0746
spire-back-left,2843,44,31,12.7543,13.3061,-7.6768,0.9450,0.7102,0.0746
spire-back-left,2844,44,34,12.8142,13.8025,-7.6768,0.9473,0.7369,0.0746
spire-back-left,2845,44,37,12.8741,14.2989,-7.6768,0.9495,0.7635,0.0746
spire-back-left,2846,44,40,12.9340,14.7953,-7.6768,0.9518,0.7902,0.0746
spire-back-left,2847,44,43,12.4010,8.3421,-8.2697,0.9317,0.4437,0.0402
spire-back-left,2848,44,46,12.4433,8.8385,-8.2274,0.9333,0.4703,0.0426
spire-back-left,2849,44,49,12.4857,9.3349,-8.1850,0.9349,0.4970,0.0451
spire-back-left,2850,44,52,12.5280,9.8313,-8.1427,0.9365,0.5236,0.0475
spire-back-left,2851,44,55,12.5704,10.3277,-8.1003,0.9381,0.5503,0.0500
spire-back-left,2852,44,58,12.6127,10.8241,-8.0580,0.9397,0.5769,0.0525
spire-back-left,2853,44,61,12.6551,11.3205,-8.0156,0.9413,0.6036,0.0549
spire-back-left,2854,44,64,12.6974,11.8169,-7.9733,0.9429,0.6303,0.0574
spire-back-left,2855,44,67,12.7398,12.3133,-7.9309,0.9445,0.6569,0.0599
spire-back-left,2856,44,70,12.7821,12.8097,-7.8886,0.9460,0.6836,0.0623
spire-back-left,2857,44,73,12.8245,13.3061,-7.8462,0.9476,0.7102,0.0648
spire-back-left,2858,44,76,12.8668,13.8025,-7.8039,0.9492,0.7369,0.0672
spire-back-left,2859,44,79,12.9092,14.2989,-7.7615,0.9508,0.7635,0.0697
spire-back-left,2860,44,82,12.9515,14.7953,-7.7192,0.9524,0.7902,0.0722
spire-back-left,2861,44,85,12.9939,8.3421,-8.5153,0.9540,0.4437,0.0259
spire-back-left,2862,44,88,12.9939,8.8385,-8.4554,0.9540,0.4703,0.0294
spire-back-left,2863,44,91,12.9939,9.3349,-8.3955,0.9540,0.4970,0.0328
spire-back-left,2864,44,94,12.9939,9.8313,-8.3356,0.9540,0.5236,0.0363
spire-back-left,2865,44,97,12.9939,10.3277,-8.2757,0.9540,0.5503,0.0398
spire-back-left,2866,44,100,12.9939,10.8241,-8.2158,0.9540,0.5769,0.0433
spire-back-left,2867,44,103,12.9939,11.3205,-8.1559,0.9540,0.6036,0.0468
spire-back-left,2868,44,106,12.9939,11.8169,-8.0960,0.9540,0.6303,0.0503
spire-back-left,2869,44,109,12.9939,12.3133,-8.0362,0.9540,0.6569,0.0537
spire-back-left,2870,44,112,12.9939,12.8097,-7.9763,0.9540,0.6836,0.0572
spire-back-left,2871,44,115,12.9939,13.3061,-7.9164,0.9540,0.7102,0.0607
spire-back-left,2872,44,118,12.9939,13.8025,-7.8565,0.9540,0.7369,0.0642
spire-back-left,2873,44,121,12.9939,14.2989,-7.7966,0.9540,0.7635,0.0677
spire-back-left,2874,44,124,12.9939,14.7953,-7.7367,0.9540,0.7902,0.0712
spire-back-left,2875,44,127,13.5867,8.3421,-8.2697,0.9764,0.4437,0.0402
spire-back-left,2876,44,130,13.5444,8.8385,-8.2274,0.9748,0.4703,0.0426
spire-back-left,2877,44,133,13.5020,9.3349,-8.1850,0.9732,0.4970,0.0451
spire-back-left,2878,44,136,13.4597,9.8313,-8.1427,0.9716,0.5236,0.0475
spire-back-left,2879,44,139,13.4173,10.3277,-8.1003,0.9700,0.5503,0.0500
spire-back-left,2880,44,142,13.3750,10.8241,-8.0580,0.9684,0.5769,0.0525
spire-back-left,2881,44,145,13.3327,11.3205,-8.0156,0.9668,0.6036,0.0549
spire-back-left,2882,44,148,13.2903,11.8169,-7.9733,0.9652,0.6303,0.0574
spire-back-left,2883,44,151,13.2480,12.3133,-7.9309,0.9636,0.6569,0.0599
spire-back-left,2884,44,154,13.2056,12.8097,-7.8886,0.9620,0.6836,0.0623
spire-back-left,2885,44,157,13.1633,13.3061,-7.8462,0.9604,0.7102,0.0648
spire-back-left,2886,44,160,13.1209,13.8025,-7.8039,0.9588,0.7369,0.0672
spire-back-left,2887,44,163,13.0786,14.2989,-7.7615,0.9572,0.7635,0.0697
spire-back-left,2888,44,166,13.0362,14.7953,-7.7192,0.9556,0.7902,0.0722
spire-back-left,2889,44,169,13.8323,8.3421,-7.6768,0.9856,0.4437,0.0746
spire-back-left,2890,44,172,13.7724,8.8385,-7.6768,0.9834,0.4703,0.0746
spire-back-left,2891,44,175,13.7125,9.3349,-7.6768,0.9811,0.4970,0.0746
spire-back-left,2892,44,178,13.6526,9.8313,-7.6768,0.9789,0.5236,0.0746
spire-back-left,2893,44,181,13.5928,10.3277,-7.6768,0.9766,0.5503,0.0746
spire-back-left,2894,44,184,13.5329,10.8241,-7.6768,0.9744,0.5769,0.0746
spire-back-left,2895,44,187,13.4730,11.3205,-7.6768,0.9721,0.6036,0.0746
spire-back-left,2896,44,190,13.4131,11.8169,-7.6768,0.9698,0.6303,0.0746
spire-back-left,2897,44,193,13.3532,12.3133,-7.6768,0.9676,0.6569,0.0746
spire-back-left,2898,44,196,13.2933,12.8097,-7.6768,0.9653,0.6836,0.0746
spire-back-left,2899,44,199,13.2334,13.3061,-7.6768,0.9631,0.7102,0.0746
spire-back-left,2900,44,202,13.1736,13.8025,-7.6768,0.9608,0.7369,0.0746
spire-back-left,2901,44,205,13.1137,14.2989,-7.6768,0.9585,0.7635,0.0746
spire-back-left,2902,44,208,13.0538,14.7953,-7.6768,0.9563,0.7902,0.0746
spire-back-left,2903,44,211,13.5867,8.3421,-7.0840,0.9764,0.4437,0.1091
spire-back-left,2904,44,214,13.5444,8.8385,-7.1263,0.9748,0.4703,0.1066
spire-back-left,2905,44,217,13.5020,9.3349,-7.1687,0.9732,0.4970,0.1042
spire-back-left,2906,44,220,13.4597,9.8313,-7.2110,0.9716,0.5236,0.1017
spire-back-left,2907,44,223,13.4173,10.3277,-7.2533,0.9700,0.5503,0.0993
spire-back-left,2908,44,226,13.3750,10.8241,-7.2957,0.9684,0.5769,0.0968
spire-back-left,2909,44,229,13.3327,11.3205,-7.3380,0.9668,0.6036,0.0943
spire-back-left,2910,44,232,13.2903,11.8169,-7.3804,0.9652,0.6303,0.0919
spire-back-left,2911,44,235,13.2480,12.3133,-7.4227,0.9636,0.6569,0.0894
spire-back-left,2912,44,238,13.2056,12.8097,-7.4651,0.9620,0.6836,0.0869
spire-back-left,2913,44,241,13.1633,13.3061,-7.5074,0.9604,0.7102,0.0845
spire-back-left,2914,44,244,13.1209,13.8025,-7.5498,0.9588,0.7369,0.0820
spire-back-left,2915,44,247,13.0786,14.2989,-7.5921,0.9572,0.7635,0.0796
spire-back-left,2916,44,250,13.0362,14.7953,-7.6345,0.9556,0.7902,0.0771
spire-back-left,2917,44,253,12.9939,8.3421,-6.8384,0.9540,0.4437,0.1234
spire-back-left,2918,44,256,12.9939,8.8385,-6.8983,0.9540,0.4703,0.1199
spire-back-left,2919,44,259,12.9939,9.3349,-6.9582,0.9540,0.4970,0.1164
spire-back-left,2920,44,262,12.9939,9.8313,-7.0180,0.9540,0.5236,0.1129
spire-back-left,2921,44,265,12.9939,10.3277,-7.0779,0.9540,0.5503,0.1095
spire-back-left,2922,44,268,12.9939,10.8241,-7.1378,0.9540,0.5769,0.1060
spire-back-left,2923,44,271,12.9939,11.3205,-7.1977,0.9540,0.6036,0.1025
spire-back-left,2924,44,274,12.9939,11.8169,-7.2576,0.9540,0.6303,0.0990
spire-back-left,2925,44,277,12.9939,12.3133,-7.3175,0.9540,0.6569,0.0955
spire-back-left,2926,44,280,12.9939,12.8097,-7.3774,0.9540,0.6836,0.0920
spire-back-left,2927,44,283,12.9939,13.3061,-7.4373,0.9540,0.7102,0.0886
spire-back-left,2928,44,286,12.9939,13.8025,-7.4971,0.9540,0.7369,0.0851
spire-back-left,2929,44,289,12.9939,14.2989,-7.5570,0.9540,0.7635,0.0816
spire-back-left,2930,44,292,12.9939,14.7953,-7.6169,0.9540,0.7902,0.0781
spire-back-left,2931,44,295,12.4010,8.3421,-7.0840,0.9317,0.4437,0.1091
spire-back-left,2932,44,298,12.4433,8.8385,-7.1263,0.9333,0.4703,0.1066
spire-back-left,2933,44,301,12.4857,9.3349,-7.1687,0.9349,0.4970,0.1042
spire-back-left,2934,44,304,12.5280,9.8313,-7.2110,0.9365,0.5236,0.1017
spire-back-left,2935,44,307,12.5704,10.3277,-7.2533,0.9381,0.5503,0.0993
spire-back-left,2936,44,310,12.6127,10.8241,-7.2957,0.9397,0.5769,0.0968
spire-back-left,2937,44,313,12.6551,11.3205,-7.3380,0.9413,0.6036,0.0943
spire-back-left,2938,44,316,12.6974,11.8169,-7.3804,0.9429,0.6303,0.0919
spire-back-left,2939,44,319,12.7398,12.3133,-7.4227,0.9445,0.6569,0.0894
spire-back-left,2940,44,322,12.7821,12.8097,-7.4651,0.9460,0.6836,0.0869
spire-back-left,2941,44,325,12.8245,13.3061,-7.5074,0.9476,0.7102,0.0845
spire-back-left,2942,44,328,12.8668,13.8025,-7.5498,0.9492,0.7369,0.0820
spire-back-left,2943,44,331,12.9092,14.2989,-7.5921,0.9508,0.7635,0.0796
spire-back-left,2944,44,334,12.9515,14.7953,-7.6345,0.9524,0.7902,0.0771
spire-back-right,2945,45,1,12.1300,8.3421,6.9790,0.9215,0.4437,0.9269
spire-back-right,2946,45,4,12.1899,8.8385,6.9790,0.9237,0.4703,0.9269
spire-back-right,2947,45,7,12.2498,9.3349,6.9790,0.9260,0.4970,0.9269
spire-back-right,2948,45,10,12.3097,9.8313,6.9790,0.9282,0.5236,0.9269
spire-back-right,2949,45,13,12.3696,10.3277,6.9790,0.9305,0.5503,0.9269
spire-back-right,2950,45,16,12.4295,10.8241,6.9790,0.9328,0.5769,0.9269
spire-back-right,2951,45,19,12.4894,11.3205,6.9790,0.9350,0.6036,0.9269
spire-back-right,2952,45,22,12.5493,11.8169,6.9790,0.9373,0.6303,0.9269
spire-back-right,2953,45,25,12.6091,12.3133,6.9790,0.9395,0.6569,0.9269
spire-back-right,2954,45,28,12.6690,12.8097,6.9790,0.9418,0.6836,0.9269
spire-back-right,2955,45,31,12.7289,13.3061,6.9790,0.9440,0.7102,0.9269
spire-back-right,2956,45,34,12.7888,13.8025,6.9790,0.9463,0.7369,0.9269
spire-back-right,2957,45,37,12.8487,14.2989,6.9790,0.9486,0.7635,0.9269
spire-back-right,2958,45,40,12.9086,14.7953,6.9790,0.9508,0.7902,0.9269
spire-back-right,2959,45,43,12.3756,8.3421,6.3861,0.9307,0.4437,0.8925
spire-back-right,2960,45,46,12.4179,8.8385,6.4284,0.9323,0.4703,0.8949
spire-back-right,2961,45,49,12.4603,9.3349,6.4708,0.9339,0.4970,0.8974
spire-back-right,2962,45,52,12.5026,9.8313,6.5131,0.9355,0.5236,0.8998
spire-back-right,2963,45,55,12.5450,10.3277,6.5555,0.9371,0.5503,0.9023
spire-back-right,2964,45,58,12.5873,10.8241,6.5978,0.9387,0.5769,0.9048
spire-back-right,2965,45,61,12.6297,11.3205,6.6402,0.9403,0.6036,0.9072
spire-back-right,2966,45,64,12.6720,11.8169,6.6825,0.9419,0.6303,0.9097
spire-back-right,2967,45,67,12.7144,12.3133,6.7249,0.9435,0.6569,0.9122
spire-back-right,2968,45,70,12.7567,12.8097,6.7672,0.9451,0.6836,0.9146
spire-back-right,2969,45,73,12.7991,13.3061,6.8096,0.9467,0.7102,0.9171
spire-back-right,2970,45,76,12.8414,13.8025,6.8519,0.9483,0.7369,0.9195
spire-back-right,2971,45,79,12.8838,14.2989,6.8943,0.9499,0.7635,0.9220
spire-back-right,2972,45,82,12.9261,14.7953,6.9366,0.9515,0.7902,0.9245
spire-back-right,2973,45,85,12.9685,8.3421,6.1405,0.9531,0.4437,0.8782
spire-back-right,2974,45,88,12.9685,8.8385,6.2004,0.9531,0.4703,0.8817
spire-back-right,2975,45,91,12.9685,9.3349,6.2603,0.9531,0.4970,0.8851
spire-back-right,2976,45,94,12.9685,9.8313,6.3202,0.9531,0.5236,0.8886
spire-back-right,2977,45,97,12.9685,10.3277,6.3801,0.9531,0.5503,0.8921
spire-back-right,2978,45,100,12.9685,10.8241,6.4400,0.9531,0.5769,0.8956
spire-back-right,2979,45,103,12.9685,11.3205,6.4999,0.9531,0.6036,0.8991
spire-back-right,2980,45,106,12.9685,11.8169,6.5598,0.9531,0.6303,0.9026
spire-back-right,2981,45,109,12.9685,12.3133,6.6196,0.9531,0.6569,0.9060
spire-back-right,2982,45,112,12.9685,12.8097,6.6795,0.9531,0.6836,0.9095
spire-back-right,2983,45,115,12.9685,13.3061,6.7394,0.9531,0.7102,0.9130
spire-back-right,2984,45,118,12.9685,13.8025,6.7993,0.9531,0.7369,0.9165
spire-back-right,2985,45,121,12.9685,14.2989,6.8592,0.9531,0.7635,0.9200
spire-back-right,2986,45,124,12.9685,14.7953,6.9191,0.9531,0.7902,0.9235
spire-back-right,2987,45,127,13.5613,8.3421,6.3861,0.9754,0.4437,0.8925
spire-back-right,2988,45,130,13.5190,8.8385,6.4284,0.9738,0.4703,0.8949
spire-back-right,2989,45,133,13.4766,9.3349,6.4708,0.9722,0.4970,0.8974
spire-back-right,2990,45,136,13.4343,9.8313,6.5131,0.9706,0.5236,0.8998
spire-back-right,2991,45,139,13.3919,10.3277,6.5555,0.9690,0.5503,0.9023
spire-back-right,2992,45,142,13.3496,10.8241,6.5978,0.9674,0.5769,0.9048
spire-back-right,2993,45,145,13.3073,11.3205,6.6402,0.9658,0.6036,0.9072
spire-back-right,2994,45,148,13.2649,11.8169,6.6825,0.9643,0.6303,0.9097
spire-back-right,2995,45,151,13.2226,12.3133,6.7249,0.9627,0.6569,0.9122
spire-back-right,2996,45,154,13.1802,12.8097,6.7672,0.9611,0.6836,0.9146
spire-back-right,2997,45,157,13.1379,13.3061,6.8096,0.9595,0.7102,0.9171
spire-back-right,2998,45,160,13.0955,13.8025,6.8519,0.9579,0.7369,0.9195
spire-back-right,2999,45,163,13.0532,14.2989,6.8943,0.9563,0.7635,0.9220
spire-back-right,3000,45,166,13.0108,14.7953,6.9366,0.9547,0.7902,0.9245
spire-back-right,3001,45,169,13.8069,8.3421,6.9790,0.9847,0.4437,0.9269
spire-back-right,3002,45,172,13.7470,8.8385,6.9790,0.9824,0.4703,0.9269
spire-back-right,3003,45,175,13.6871,9.3349,6.9790,0.9802,0.4970,0.9269
spire-back-right,3004,45,178,13.6272,9.8313,6.9790,0.9779,0.5236,0.9269
spire-back-right,3005,45,181,13.5674,10.3277,6.9790,0.9757,0.5503,0.9269
spire-back-right,3006,45,184,13.5075,10.8241,6.9790,0.9734,0.5769,0.9269
spire-back-right,3007,45,187,13.4476,11.3205,6.9790,0.9711,0.6036,0.9269
spire-back-right,3008,45,190,13.3877,11.8169,6.9790,0.9689,0.6303,0.9269
spire-back-right,3009,45,193,13.3278,12.3133,6.9790,0.9666,0.6569,0.9269
spire-back-right,3010,45,196,13.2679,12.8097,6.9790,0.9644,0.6836,0.9269
spire-back-right,3011,45,199,13.2080,13.3061,6.9790,0.9621,0.7102,0.9269
spire-back-right,3012,45,202,13.1482,13.8025,6.9790,0.9599,0.7369,0.9269
spire-back-right,3013,45,205,13.0883,14.2989,6.9790,0.9576,0.7635,0.9269
spire-back-right,3014,45,208,13.0284,14.7953,6.9790,0.9553,0.7902,0.9269
spire-back-right,3015,45,211,13.5613,8.3421,7.5718,0.9754,0.4437,0.9614
spire-back-right,3016,45,214,13.5190,8.8385,7.5295,0.9738,0.4703,0.9590
spire-back-right,3017,45,217,13.4766,9.3349,7.4871,0.9722,0.4970,0.9565
spire-back-right,3018,45,220,13.4343,9.8313,7.4448,0.9706,0.5236,0.9540
spire-back-right,3019,45,223,13.3919,10.3277,7.4025,0.9690,0.5503,0.9516
spire-back-right,3020,45,226,13.3496,10.8241,7.3601,0.9674,0.5769,0.9491
spire-back-right,3021,45,229,13.3073,11.3205,7.3178,0.9658,0.6036,0.9466
spire-back-right,3022,45,232,13.2649,11.8169,7.2754,0.9643,0.6303,0.9442
spire-back-right,3023,45,235,13.2226,12.3133,7.2331,0.9627,0.6569,0.9417
spire-back-right,3024,45,238,13.1802,12.8097,7.1907,0.9611,0.6836,0.9393
spire-back-right,3025,45,241,13.1379,13.3061,7.1484,0.9595,0.7102,0.9368
spire-back-right,3026,45,244,13.0955,13.8025,7.1060,0.9579,0.7369,0.9343
spire-back-right,3027,45,247,13.0532,14.2989,7.0637,0.9563,0.7635,0.9319
spire-back-right,3028,45,250,13.0108,14.7953,7.0213,0.9547,0.7902,0.9294
spire-back-right,3029,45,253,12.9685,8.3421,7.8174,0.9531,0.4437,0.9757
spire-back-right,3030,45,256,12.9685,8.8385,7.7575,0.9531,0.4703,0.9722
spire-back-right,3031,45,259,12.9685,9.3349,7.6976,0.9531,0.4970,0.9687
spire-back-right,3032,45,262,12.9685,9.8313,7.6378,0.9531,0.5236,0.9653
spire-back-right,3033,45,265,12.9685,10.3277,7.5779,0.9531,0.5503,0.9618
spire-back-right,3034,45,268,12.9685,10.8241,7.5180,0.9531,0.5769,0.9583
spire-back-right,3035,45,271,12.9685,11.3205,7.4581,0.9531,0.6036,0.9548
spire-back-right,3036,45,274,12.9685,11.8169,7.3982,0.9531,0.6303,0.9513
spire-back-right,3037,45,277,12.9685,12.3133,7.3383,0.9531,0.6569,0.9478
spire-back-right,3038,45,280,12.9685,12.8097,7.2784,0.9531,0.6836,0.9444
spire-back-right,3039,45,283,12.9685,13.3061,7.2185,0.9531,0.7102,0.9409
spire-back-right,3040,45,286,12.9685,13.8025,7.1587,0.9531,0.7369,0.9374
spire-back-right,3041,45,289,12.9685,14.2989,7.0988,0.9531,0.7635,0.9339
spire-back-right,3042,45,292,12.9685,14.7953,7.0389,0.9531,0.7902,0.9304
spire-back-right,3043,45,295,12.3756,8.3421,7.5718,0.9307,0.4437,0.9614
spire-back-right,3044,45,298,12.4179,8.8385,7.5295,0.9323,0.4703,0.9590
spire-back-right,3045,45,301,12.4603,9.3349,7.4871,0.9339,0.4970,0.9565
spire-back-right,3046,45,304,12.5026,9.8313,7.4448,0.9355,0.5236,0.9540
spire-back-right,3047,45,307,12.5450,10.3277,7.4025,0.9371,0.5503,0.9516
spire-back-right,3048,45,310,12.5873,10.8241,7.3601,0.9387,0.5769,0.9491
spire-back-right,3049,45,313,12.6297,11.3205,7.3178,0.9403,0.6036,0.9466
spire-back-right,3050,45,316,12.6720,11.8169,7.2754,0.9419,0.6303,0.9442
spire-back-right,3051,45,319,12.7144,12.3133,7.2331,0.9435,0.6569,0.9417
spire-back-right,3052,45,322,12.7567,12.8097,7.1907,0.9451,0.6836,0.9393
spire-back-right,3053,45,325,12.7991,13.3061,7.1484,0.9467,0.7102,0.9368
