pixel_index,arch_index,position_along_arch,x_screen,y_screen,uv_x,uv_y,universe,channel
450,0,0.6531,213.7,142.6,0.6531,0.7813,19,331
451,0,0.6546,214.1,143.4,0.6546,0.7783,19,334
452,0,0.6560,214.5,144.3,0.6560,0.7753,19,337
453,0,0.6575,215.0,145.1,0.6575,0.7723,19,340
454,0,0.6589,215.4,146.0,0.6589,0.7693,19,343
455,0,0.6604,215.8,146.8,0.6604,0.7663,19,346
456,0,0.6618,216.2,147.7,0.6618,0.7633,19,349
457,0,0.6633,216.7,148.6,0.6633,0.7602,19,352
458,0,0.6647,217.1,149.4,0.6647,0.7572,19,355
459,0,0.6662,217.5,150.3,0.6662,0.7542,19,358
460,0,0.6676,217.9,151.2,0.6676,0.7511,19,361
461,0,0.6691,218.3,152.0,0.6691,0.7481,19,364
462,0,0.6705,218.7,152.9,0.6705,0.7450,19,367
463,0,0.6720,219.1,153.8,0.6720,0.7420,19,370
464,0,0.6734,219.5,154.7,0.6734,0.7389,19,373
465,0,0.6749,219.9,155.5,0.6749,0.7359,19,376
466,0,0.6763,220.3,156.4,0.6763,0.7328,19,379
467,0,0.6778,220.7,157.3,0.6778,0.7297,19,382
468,0,0.6792,221.1,158.2,0.6792,0.7266,19,385
469,0,0.6807,221.5,159.1,0.6807,0.7236,19,388
470,0,0.6821,221.8,159.9,0.6821,0.7205,19,391
471,0,0.6836,222.2,160.8,0.6836,0.7174,19,394
472,0,0.6851,222.6,161.7,0.6851,0.7143,19,397
473,0,0.6865,223.0,162.6,0.6865,0.7112,19,400
474,0,0.6880,223.3,163.5,0.6880,0.7081,19,403
475,0,0.6894,223.7,164.4,0.6894,0.7050,19,406
476,0,0.6909,224.1,165.3,0.6909,0.7019,19,409
477,0,0.6923,224.4,166.2,0.6923,0.6987,19,412
478,0,0.6938,224.8,167.1,0.6938,0.6956,19,415
479,0,0.6952,225.1,167.9,0.6952,0.6925,19,418
480,0,0.6967,225.5,168.8,0.6967,0.6894,19,421
481,0,0.6981,225.8,169.7,0.6981,0.6862,19,424
482,0,0.6996,226.2,170.6,0.6996,0.6831,19,427
483,0,0.7010,226.5,171.5,0.7010,0.6800,19,430
484,0,0.7025,226.9,172.4,0.7025,0.6768,19,433
485,0,0.7039,227.2,173.3,0.7039,0.6737,19,436
486,0,0.7054,227.5,174.2,0.7054,0.6705,19,439
487,0,0.7068,227.9,175.1,0.7068,0.6674,19,442
488,0,0.7083,228.2,176.0,0.7083,0.6642,19,445
489,0,0.7097,228.5,176.9,0.7097,0.6611,19,448
490,0,0.7112,228.9,177.8,0.7112,0.6579,19,451
491,0,0.7126,229.2,178.7,0.7126,0.6547,19,454
492,0,0.7141,229.5,179.6,0.7141,0.6516,19,457
493,0,0.7155,229.8,180.6,0.7155,0.6484,19,460
494,0,0.7170,230.2,181.5,0.7170,0.6452,19,463
495,0,0.7184,230.5,182.4,0.7184,0.6421,19,466
496,0,0.7199,230.8,183.3,0.7199,0.6389,19,469
497,0,0.7213,231.1,184.2,0.7213,0.6357,19,472
498,0,0.7228,231.4,185.1,0.7228,0.6325,19,475
499,0,0.7242,231.7,186.0,0.7242,0.6293,19,478
500,0,0.7257,232.0,186.9,0.7257,0.6261,19,481
501,0,0.7271,232.3,187.8,0.7271,0.6229,19,484
502,0,0.7286,232.6,188.8,0.7286,0.6198,19,487
503,0,0.7300,232.9,189.7,0.7300,0.6166,19,490
504,0,0.7315,233.2,190.6,0.7315,0.6134,19,493
505,0,0.7329,233.5,191.5,0.7329,0.6102,19,496
506,0,0.7344,233.8,192.4,0.7344,0.6070,19,499
507,0,0.7358,234.1,193.3,0.7358,0.6037,19,502
508,0,0.7373,234.4,194.2,0.7373,0.6005,19,505
509,0,0.7388,234.6,195.2,0.7388,0.5973,19,508
510,0,0.7402,234.9,196.1,0.7402,0.5941,20,1
511,0,0.7417,235.2,197.0,0.7417,0.5909,20,4
512,0,0.7431,235.5,197.9,0.7431,0.5877,20,7
513,0,0.7446,235.7,198.8,0.7446,0.5845,20,10
514,0,0.7460,236.0,199.8,0.7460,0.5812,20,13
515,0,0.7475,236.3,200.7,0.7475,0.5780,20,16
516,0,0.7489,236.6,201.6,0.7489,0.5748,20,19
517,0,0.7504,236.8,202.5,0.7504,0.5715,20,22
518,0,0.7518,237.1,203.5,0.7518,0.5683,20,25
519,0,0.7533,237.4,204.4,0.7533,0.5651,20,28
520,0,0.7547,237.6,205.3,0.7547,0.5618,20,31
521,0,0.7562,237.9,206.2,0.7562,0.5586,20,34
522,0,0.7576,238.1,207.2,0.7576,0.5554,20,37
523,0,0.7591,238.4,208.1,0.7591,0.5521,20,40
524,0,0.7605,238.6,209.0,0.7605,0.5489,20,43
525,0,0.7620,238.9,209.9,0.7620,0.5456,20,46
526,0,0.7634,239.1,210.9,0.7634,0.5424,20,49
527,0,0.7649,239.4,211.8,0.7649,0.5391,20,52
528,0,0.7663,239.6,212.7,0.7663,0.5359,20,55
529,0,0.7678,239.9,213.7,0.7678,0.5326,20,58
530,0,0.7692,240.1,214.6,0.7692,0.5294,20,61
531,0,0.7707,240.3,215.5,0.7707,0.5261,20,64
532,0,0.7721,240.6,216.5,0.7721,0.5229,20,67
533,0,0.7736,240.8,217.4,0.7736,0.5196,20,70
534,0,0.7750,241.1,218.3,0.7750,0.5164,20,73
535,0,0.7765,241.3,219.3,0.7765,0.5131,20,76
536,0,0.7779,241.5,220.2,0.7779,0.5098,20,79
537,0,0.7794,241.7,221.1,0.7794,0.5066,20,82
538,0,0.7808,242.0,222.1,0.7808,0.5033,20,85
539,0,0.7823,242.2,223.0,0.7823,0.5000,20,88
540,0,0.7837,242.4,223.9,0.7837,0.4968,20,91
541,0,0.7852,242.6,224.9,0.7852,0.4935,20,94
542,0,0.7866,242.8,225.8,0.7866,0.4902,20,97
543,0,0.7881,243.1,226.7,0.7881,0.4869,20,100
544,0,0.7896,243.3,227.7,0.7896,0.4837,20,103
545,0,0.7910,243.5,228.6,0.7910,0.4804,20,106
546,0,0.7925,243.7,229.5,0.7925,0.4771,20,109
547,0,0.7939,243.9,230.5,0.7939,0.4738,20,112
548,0,0.7954,244.1,231.4,0.7954,0.4705,20,115
549,0,0.7968,244.3,232.4,0.7968,0.4673,20,118
550,0,0.7983,244.5,233.3,0.7983,0.4640,20,121
551,0,0.7997,244.7,234.2,0.7997,0.4607,20,124
552,0,0.8012,244.9,235.2,0.8012,0.4574,20,127
553,0,0.8026,245.1,236.1,0.8026,0.4541,20,130
554,0,0.8041,245.3,237.1,0.8041,0.4508,20,133
555,0,0.8055,245.5,238.0,0.8055,0.4475,20,136
556,0,0.8070,245.7,238.9,0.8070,0.4442,20,139
557,0,0.8084,245.9,239.9,0.8084,0.4409,20,142
558,0,0.8099,246.1,240.8,0.8099,0.4376,20,145
559,0,0.8113,246.3,241.8,0.8113,0.4343,20,148
560,0,0.8128,246.5,242.7,0.8128,0.4310,20,151
561,0,0.8142,246.7,243.7,0.8142,0.4278,20,154
562,0,0.8157,246.8,244.6,0.8157,0.4245,20,157
563,0,0.8171,247.0,245.6,0.8171,0.4212,20,160
564,0,0.8186,247.2,246.5,0.8186,0.4178,20,163
565,0,0.8200,247.4,247.4,0.8200,0.4145,20,166
566,0,0.8215,247.6,248.4,0.8215,0.4112,20,169
567,0,0.8229,247.7,249.3,0.8229,0.4079,20,172
568,0,0.8244,247.9,250.3,0.8244,0.4046,20,175
569,0,0.8258,248.1,251.2,0.8258,0.4013,20,178
570,0,0.8273,248.3,252.2,0.8273,0.3980,20,181
571,0,0.8287,248.4,253.1,0.8287,0.3947,20,184
572,0,0.8302,248.6,254.1,0.8302,0.3914,20,187
573,0,0.8316,248.8,255.0,0.8316,0.3881,20,190
574,0,0.8331,248.9,256.0,0.8331,0.3848,20,193
575,0,0.8345,249.1,256.9,0.8345,0.3815,20,196
576,0,0.8360,249.2,257.9,0.8360,0.3781,20,199
577,0,0.8374,249.4,258.8,0.8374,0.3748,20,202
578,0,0.8389,249.6,259.7,0.8389,0.3715,20,205
579,0,0.8403,249.7,260.7,0.8403,0.3682,20,208
580,0,0.8418,249.9,261.6,0.8418,0.3649,20,211
581,0,0.8433,250.0,262.6,0.8433,0.3616,20,214
582,0,0.8447,250.2,263.5,0.8447,0.3582,20,217
583,0,0.8462,250.3,264.5,0.8462,0.3549,20,220
584,0,0.8476,250.5,265.4,0.8476,0.3516,20,223
585,0,0.8491,250.6,266.4,0.8491,0.3483,20,226
586,0,0.8505,250.8,267.3,0.8505,0.3450,20,229
587,0,0.8520,250.9,268.3,0.8520,0.3416,20,232
588,0,0.8534,251.0,269.2,0.8534,0.3383,20,235
589,0,0.8549,251.2,270.2,0.8549,0.3350,20,238
590,0,0.8563,251.3,271.1,0.8563,0.3317,20,241
591,0,0.8578,251.5,272.1,0.8578,0.3283,20,244
592,0,0.8592,251.6,273.0,0.8592,0.3250,20,247
593,0,0.8607,251.7,274.0,0.8607,0.3217,20,250
594,0,0.8621,251.9,275.0,0.8621,0.3183,20,253
595,0,0.8636,252.0,275.9,0.8636,0.3150,20,256
596,0,0.8650,252.1,276.9,0.8650,0.3117,20,259
597,0,0.8665,252.3,277.8,0.8665,0.3084,20,262
598,0,0.8679,252.4,278.8,0.8679,0.3050,20,265
599,0,0.8694,252.5,279.7,0.8694,0.3017,20,268
600,0,0.8708,252.6,280.7,0.8708,0.2984,20,271
601,0,0.8723,252.7,281.6,0.8723,0.2950,20,274
602,0,0.8737,252.9,282.6,0.8737,0.2917,20,277
603,0,0.8752,253.0,283.5,0.8752,0.2884,20,280
604,0,0.8766,253.1,284.5,0.8766,0.2850,20,283
605,0,0.8781,253.2,285.4,0.8781,0.2817,20,286
606,0,0.8795,253.3,286.4,0.8795,0.2783,20,289
607,0,0.8810,253.5,287.3,0.8810,0.2750,20,292
608,0,0.8824,253.6,288.3,0.8824,0.2717,20,295
609,0,0.8839,253.7,289.3,0.8839,0.2683,20,298
610,0,0.8853,253.8,290.2,0.8853,0.2650,20,301
611,0,0.8868,253.9,291.2,0.8868,0.2616,20,304
612,0,0.8882,254.0,292.1,0.8882,0.2583,20,307
613,0,0.8897,254.1,293.1,0.8897,0.2550,20,310
614,0,0.8911,254.2,294.0,0.8911,0.2516,20,313
615,0,0.8926,254.3,295.0,0.8926,0.2483,20,316
616,0,0.8940,254.4,295.9,0.8940,0.2449,20,319
617,0,0.8955,254.5,296.9,0.8955,0.2416,20,322
618,0,0.8970,254.6,297.9,0.8970,0.2383,20,325
619,0,0.8984,254.7,298.8,0.8984,0.2349,20,328
620,0,0.8999,254.8,299.8,0.8999,0.2316,20,331
621,0,0.9013,254.9,300.7,0.9013,0.2282,20,334
622,0,0.9028,255.0,301.7,0.9028,0.2249,20,337
623,0,0.9042,255.1,302.6,0.9042,0.2215,20,340
624,0,0.9057,255.2,303.6,0.9057,0.2182,20,343
625,0,0.9071,255.2,304.6,0.9071,0.2148,20,346
626,0,0.9086,255.3,305.5,0.9086,0.2115,20,349
627,0,0.9100,255.4,306.5,0.9100,0.2081,20,352
628,0,0.9115,255.5,307.4,0.9115,0.2048,20,355
629,0,0.9129,255.6,308.4,0.9129,0.2014,20,358
630,0,0.9144,255.7,309.3,0.9144,0.1981,20,361
631,0,0.9158,255.7,310.3,0.9158,0.1947,20,364
632,0,0.9173,255.8,311.3,0.9173,0.1914,20,367
633,0,0.9187,255.9,312.2,0.9187,0.1880,20,370
634,0,0.9202,256.0,313.2,0.9202,0.1847,20,373
635,0,0.9216,256.0,314.1,0.9216,0.1813,20,376
636,0,0.9231,256.1,315.1,0.9231,0.1780,20,379
637,0,0.9245,256.2,316.1,0.9245,0.1746,20,382
638,0,0.9260,256.3,317.0,0.9260,0.1713,20,385
639,0,0.9274,256.3,318.0,0.9274,0.1679,20,388
640,0,0.9289,256.4,318.9,0.9289,0.1646,20,391
641,0,0.9303,256.5,319.9,0.9303,0.1612,20,394
642,0,0.9318,256.5,320.9,0.9318,0.1579,20,397
643,0,0.9332,256.6,321.8,0.9332,0.1545,20,400
644,0,0.9347,256.6,322.8,0.9347,0.1512,20,403
645,0,0.9361,256.7,323.7,0.9361,0.1478,20,406
646,0,0.9376,256.8,324.7,0.9376,0.1444,20,409
647,0,0.9390,256.8,325.6,0.9390,0.1411,20,412
648,0,0.9405,256.9,326.6,0.9405,0.1377,20,415
649,0,0.9419,256.9,327.6,0.9419,0.1344,20,418
650,0,0.9434,257.0,328.5,0.9434,0.1310,20,421
651,0,0.9448,257.0,329.5,0.9448,0.1277,20,424
652,0,0.9463,257.1,330.4,0.9463,0.1243,20,427
653,0,0.9478,257.1,331.4,0.9478,0.1210,20,430
654,0,0.9492,257.2,332.4,0.9492,0.1176,20,433
655,0,0.9507,257.2,333.3,0.9507,0.1142,20,436
656,0,0.9521,257.3,334.3,0.9521,0.1109,20,439
657,0,0.9536,257.3,335.2,0.9536,0.1075,20,442
658,0,0.9550,257.4,336.2,0.9550,0.1042,20,445
659,0,0.9565,257.4,337.2,0.9565,0.1008,20,448
660,0,0.9579,257.4,338.1,0.9579,0.0974,20,451
661,0,0.9594,257.5,339.1,0.9594,0.0941,20,454
662,0,0.9608,257.5,340.1,0.9608,0.0907,20,457
663,0,0.9623,257.5,341.0,0.9623,0.0874,20,460
664,0,0.9637,257.6,342.0,0.9637,0.0840,20,463
665,0,0.9652,257.6,342.9,0.9652,0.0807,20,466
666,0,0.9666,257.6,343.9,0.9666,0.0773,20,469
667,0,0.9681,257.7,344.9,0.9681,0.0739,20,472
668,0,0.9695,257.7,345.8,0.9695,0.0706,20,475
669,0,0.9710,257.7,346.8,0.9710,0.0672,20,478
670,0,0.9724,257.8,347.7,0.9724,0.0639,20,481
671,0,0.9739,257.8,348.7,0.9739,0.0605,20,484
672,0,0.9753,257.8,349.7,0.9753,0.0571,20,487
673,0,0.9768,257.8,350.6,0.9768,0.0538,20,490
674,0,0.9782,257.8,351.6,0.9782,0.0504,20,493
675,0,0.9797,257.9,352.5,0.9797,0.0471,20,496
676,0,0.9811,257.9,353.5,0.9811,0.0437,20,499
677,0,0.9826,257.9,354.5,0.9826,0.0403,20,502
678,0,0.9840,257.9,355.4,0.9840,0.0370,20,505
679,0,0.9855,257.9,356.4,0.9855,0.0336,20,508
680,0,0.9869,257.9,357.3,0.9869,0.0303,21,1
681,0,0.9884,258.0,358.3,0.9884,0.0269,21,4
682,0,0.9898,258.0,359.3,0.9898,0.0235,21,7
683,0,0.9913,258.0,360.2,0.9913,0.0202,21,10
684,0,0.9927,258.0,361.2,0.9927,0.0168,21,13
685,0,0.9942,258.0,362.2,0.9942,0.0134,21,16
686,0,0.9956,258.0,363.1,0.9956,0.0101,21,19
687,0,0.9971,258.0,364.1,0.9971,0.0067,21,22
688,0,0.9985,258.0,365.0,0.9985,0.0034,21,25
689,0,1.0000,258.0,366.0,1.0000,0.0000,21,28
690,1,0.0000,302.0,366.0,0.0000,0.0000,22,1
691,1,0.0015,302.0,365.0,0.0015,0.0034,22,4
692,1,0.0029,302.0,364.1,0.0029,0.0067,22,7
693,1,0.0044,302.0,363.1,0.0044,0.0101,22,10
694,1,0.0058,302.0,362.2,0.0058,0.0134,22,13
695,1,0.0073,302.0,361.2,0.0073,0.0168,22,16
696,1,0.0087,302.0,360.2,0.0087,0.0202,22,19
697,1,0.0102,302.0,359.3,0.0102,0.0235,22,22
698,1,0.0116,302.0,358.3,0.0116,0.0269,22,25
699,1,0.0131,302.1,357.3,0.0131,0.0303,22,28
700,1,0.0145,302.1,356.4,0.0145,0.0336,22,31
701,1,0.0160,302.1,355.4,0.0160,0.0370,22,34
702,1,0.0174,302.1,354.5,0.0174,0.0403,22,37
703,1,0.0189,302.1,353.5,0.0189,0.0437,22,40
704,1,0.0203,302.1,352.5,0.0203,0.0471,22,43
705,1,0.0218,302.2,351.6,0.0218,0.0504,22,46
706,1,0.0232,302.2,350.6,0.0232,0.0538,22,49
707,1,0.0247,302.2,349.7,0.0247,0.0571,22,52
708,1,0.0261,302.2,348.7,0.0261,0.0605,22,55
709,1,0.0276,302.2,347.7,0.0276,0.0639,22,58
710,1,0.0290,302.3,346.8,0.0290,0.0672,22,61
711,1,0.0305,302.3,345.8,0.0305,0.0706,22,64
712,1,0.0319,302.3,344.9,0.0319,0.0739,22,67
713,1,0.0334,302.4,343.9,0.0334,0.0773,22,70
714,1,0.0348,302.4,342.9,0.0348,0.0807,22,73
715,1,0.0363,302.4,342.0,0.0363,0.0840,22,76
716,1,0.0377,302.5,341.0,0.0377,0.0874,22,79
717,1,0.0392,302.5,340.1,0.0392,0.0907,22,82
718,1,0.0406,302.5,339.1,0.0406,0.0941,22,85
719,1,0.0421,302.6,338.1,0.0421,0.0974,22,88
720,1,0.0435,302.6,337.2,0.0435,0.1008,22,91
721,1,0.0450,302.6,336.2,0.0450,0.1042,22,94
722,1,0.0464,302.7,335.2,0.0464,0.1075,22,97
723,1,0.0479,302.7,334.3,0.0479,0.1109,22,100
724,1,0.0493,302.8,333.3,0.0493,0.1142,22,103
725,1,0.0508,302.8,332.4,0.0508,0.1176,22,106
726,1,0.0522,302.9,331.4,0.0522,0.1210,22,109
727,1,0.0537,302.9,330.4,0.0537,0.1243,22,112
728,1,0.0552,303.0,329.5,0.0552,0.1277,22,115
729,1,0.0566,303.0,328.5,0.0566,0.1310,22,118
730,1,0.0581,303.1,327.6,0.0581,0.1344,22,121
731,1,0.0595,303.1,326.6,0.0595,0.1377,22,124
732,1,0.0610,303.2,325.6,0.0610,0.1411,22,127
733,1,0.0624,303.2,324.7,0.0624,0.1444,22,130
734,1,0.0639,303.3,323.7,0.0639,0.1478,22,133
735,1,0.0653,303.4,322.8,0.0653,0.1512,22,136
736,1,0.0668,303.4,321.8,0.0668,0.1545,22,139
737,1,0.0682,303.5,320.9,0.0682,0.1579,22,142
738,1,0.0697,303.5,319.9,0.0697,0.1612,22,145
739,1,0.0711,303.6,318.9,0.0711,0.1646,22,148
740,1,0.0726,303.7,318.0,0.0726,0.1679,22,151
741,1,0.0740,303.7,317.0,0.0740,0.1713,22,154
742,1,0.0755,303.8,316.1,0.0755,0.1746,22,157
743,1,0.0769,303.9,315.1,0.0769,0.1780,22,160
744,1,0.0784,304.0,314.1,0.0784,0.1813,22,163
745,1,0.0798,304.0,313.2,0.0798,0.1847,22,166
746,1,0.0813,304.1,312.2,0.0813,0.1880,22,169
747,1,0.0827,304.2,311.3,0.0827,0.1914,22,172
748,1,0.0842,304.3,310.3,0.0842,0.1947,22,175
749,1,0.0856,304.3,309.3,0.0856,0.1981,22,178
750,1,0.0871,304.4,308.4,0.0871,0.2014,22,181
751,1,0.0885,304.5,307.4,0.0885,0.2048,22,184
752,1,0.0900,304.6,306.5,0.0900,0.2081,22,187
753,1,0.0914,304.7,305.5,0.0914,0.2115,22,190
754,1,0.0929,304.8,304.6,0.0929,0.2148,22,193
755,1,0.0943,304.8,303.6,0.0943,0.2182,22,196
756,1,0.0958,304.9,302.6,0.0958,0.2215,22,199
757,1,0.0972,305.0,301.7,0.0972,0.2249,22,202
758,1,0.0987,305.1,300.7,0.0987,0.2282,22,205
759,1,0.1001,305.2,299.8,0.1001,0.2316,22,208
760,1,0.1016,305.3,298.8,0.1016,0.2349,22,211
761,1,0.1030,305.4,297.9,0.1030,0.2383,22,214
762,1,0.1045,305.5,296.9,0.1045,0.2416,22,217
763,1,0.1060,305.6,295.9,0.1060,0.2449,22,220
764,1,0.1074,305.7,295.0,0.1074,0.2483,22,223
765,1,0.1089,305.8,294.0,0.1089,0.2516,22,226
766,1,0.1103,305.9,293.1,0.1103,0.2550,22,229
767,1,0.1118,306.0,292.1,0.1118,0.2583,22,232
768,1,0.1132,306.1,291.2,0.1132,0.2616,22,235
769,1,0.1147,306.2,290.2,0.1147,0.2650,22,238
770,1,0.1161,306.3,289.3,0.1161,0.2683,22,241
771,1,0.1176,306.4,288.3,0.1176,0.2717,22,244
772,1,0.1190,306.5,287.3,0.1190,0.2750,22,247
773,1,0.1205,306.7,286.4,0.1205,0.2783,22,250
774,1,0.1219,306.8,285.4,0.1219,0.2817,22,253
775,1,0.1234,306.9,284.5,0.1234,0.2850,22,256
776,1,0.1248,307.0,283.5,0.1248,0.2884,22,259
777,1,0.1263,307.1,282.6,0.1263,0.2917,22,262
778,1,0.1277,307.3,281.6,0.1277,0.2950,22,265
779,1,0.1292,307.4,280.7,0.1292,0.2984,22,268
780,1,0.1306,307.5,279.7,0.1306,0.3017,22,271
781,1,0.1321,307.6,278.8,0.1321,0.3050,22,274
782,1,0.1335,307.7,277.8,0.1335,0.3084,22,277
783,1,0.1350,307.9,276.9,0.1350,0.3117,22,280
784,1,0.1364,308.0,275.9,0.1364,0.3150,22,283
785,1,0.1379,308.1,275.0,0.1379,0.3183,22,286
786,1,0.1393,308.3,274.0,0.1393,0.3217,22,289
787,1,0.1408,308.4,273.0,0.1408,0.3250,22,292
788,1,0.1422,308.5,272.1,0.1422,0.3283,22,295
789,1,0.1437,308.7,271.1,0.1437,0.3317,22,298
790,1,0.1451,308.8,270.2,0.1451,0.3350,22,301
791,1,0.1466,309.0,269.2,0.1466,0.3383,22,304
792,1,0.1480,309.1,268.3,0.1480,0.3416,22,307
793,1,0.1495,309.2,267.3,0.1495,0.3450,22,310
794,1,0.1509,309.4,266.4,0.1509,0.3483,22,313
795,1,0.1524,309.5,265.4,0.1524,0.3516,22,316
796,1,0.1538,309.7,264.5,0.1538,0.3549,22,319
797,1,0.1553,309.8,263.5,0.1553,0.3582,22,322
798,1,0.1567,310.0,262.6,0.1567,0.3616,22,325
799,1,0.1582,310.1,261.6,0.1582,0.3649,22,328
800,1,0.1597,310.3,260.7,0.1597,0.3682,22,331
801,1,0.1611,310.4,259.7,0.1611,0.3715,22,334
802,1,0.1626,310.6,258.8,0.1626,0.3748,22,337
803,1,0.1640,310.8,257.9,0.1640,0.3781,22,340
804,1,0.1655,310.9,256.9,0.1655,0.3815,22,343
805,1,0.1669,311.1,256.0,0.1669,0.3848,22,346
806,1,0.1684,311.2,255.0,0.1684,0.3881,22,349
807,1,0.1698,311.4,254.1,0.1698,0.3914,22,352
808,1,0.1713,311.6,253.1,0.1713,0.3947,22,355
809,1,0.1727,311.7,252.2,0.1727,0.3980,22,358
810,1,0.1742,311.9,251.2,0.1742,0.4013,22,361
811,1,0.1756,312.1,250.3,0.1756,0.4046,22,364
812,1,0.1771,312.3,249.3,0.1771,0.4079,22,367
813,1,0.1785,312.4,248.4,0.1785,0.4112,22,370
814,1,0.1800,312.6,247.4,0.1800,0.4145,22,373
815,1,0.1814,312.8,246.5,0.1814,0.4178,22,376
816,1,0.1829,313.0,245.6,0.1829,0.4212,22,379
817,1,0.1843,313.2,244.6,0.1843,0.4245,22,382
818,1,0.1858,313.3,243.7,0.1858,0.4278,22,385
819,1,0.1872,313.5,242.7,0.1872,0.4310,22,388
820,1,0.1887,313.7,241.8,0.1887,0.4343,22,391
821,1,0.1901,313.9,240.8,0.1901,0.4376,22,394
822,1,0.1916,314.1,239.9,0.1916,0.4409,22,397
823,1,0.1930,314.3,238.9,0.1930,0.4442,22,400
824,1,0.1945,314.5,238.0,0.1945,0.4475,22,403
825,1,0.1959,314.7,237.1,0.1959,0.4508,22,406
826,1,0.1974,314.9,236.1,0.1974,0.4541,22,409
827,1,0.1988,315.1,235.2,0.1988,0.4574,22,412
828,1,0.2003,315.3,234.2,0.2003,0.4607,22,415
829,1,0.2017,315.5,233.3,0.2017,0.4640,22,418
830,1,0.2032,315.7,232.4,0.2032,0.4673,22,421
831,1,0.2046,315.9,231.4,0.2046,0.4705,22,424
832,1,0.2061,316.1,230.5,0.2061,0.4738,22,427
833,1,0.2075,316.3,229.5,0.2075,0.4771,22,430
834,1,0.2090,316.5,228.6,0.2090,0.4804,22,433
835,1,0.2104,316.7,227.7,0.2104,0.4837,22,436
836,1,0.2119,316.9,226.7,0.2119,0.4869,22,439
837,1,0.2134,317.2,225.8,0.2134,0.4902,22,442
838,1,0.2148,317.4,224.9,0.2148,0.4935,22,445
839,1,0.2163,317.6,223.9,0.2163,0.4968,22,448
840,1,0.2177,317.8,223.0,0.2177,0.5000,22,451
841,1,0.2192,318.0,222.1,0.2192,0.5033,22,454
842,1,0.2206,318.3,221.1,0.2206,0.5066,22,457
843,1,0.2221,318.5,220.2,0.2221,0.5098,22,460
844,1,0.2235,318.7,219.3,0.2235,0.5131,22,463
845,1,0.2250,318.9,218.3,0.2250,0.5164,22,466
846,1,0.2264,319.2,217.4,0.2264,0.5196,22,469
847,1,0.2279,319.4,216.5,0.2279,0.5229,22,472
848,1,0.2293,319.7,215.5,0.2293,0.5261,22,475
849,1,0.2308,319.9,214.6,0.2308,0.5294,22,478
850,1,0.2322,320.1,213.7,0.2322,0.5326,22,481
851,1,0.2337,320.4,212.7,0.2337,0.5359,22,484
852,1,0.2351,320.6,211.8,0.2351,0.5391,22,487
853,1,0.2366,320.9,210.9,0.2366,0.5424,22,490
854,1,0.2380,321.1,209.9,0.2380,0.5456,22,493
855,1,0.2395,321.4,209.0,0.2395,0.5489,22,496
856,1,0.2409,321.6,208.1,0.2409,0.5521,22,499
857,1,0.2424,321.9,207.2,0.2424,0.5554,22,502
858,1,0.2438,322.1,206.2,0.2438,0.5586,22,505
859,1,0.2453,322.4,205.3,0.2453,0.5618,22,508
860,1,0.2467,322.6,204.4,0.2467,0.5651,23,1
861,1,0.2482,322.9,203.5,0.2482,0.5683,23,4
862,1,0.2496,323.2,202.5,0.2496,0.5715,23,7
863,1,0.2511,323.4,201.6,0.2511,0.5748,23,10
864,1,0.2525,323.7,200.7,0.2525,0.5780,23,13
865,1,0.2540,324.0,199.8,0.2540,0.5812,23,16
866,1,0.2554,324.3,198.8,0.2554,0.5845,23,19
867,1,0.2569,324.5,197.9,0.2569,0.5877,23,22
868,1,0.2583,324.8,197.0,0.2583,0.5909,23,25
869,1,0.2598,325.1,196.1,0.2598,0.5941,23,28
870,1,0.2612,325.4,195.2,0.2612,0.5973,23,31
871,1,0.2627,325.6,194.2,0.2627,0.6005,23,34
872,1,0.2642,325.9,193.3,0.2642,0.6037,23,37
873,1,0.2656,326.2,192.4,0.2656,0.6070,23,40
874,1,0.2671,326.5,191.5,0.2671,0.6102,23,43
875,1,0.2685,326.8,190.6,0.2685,0.6134,23,46
876,1,0.2700,327.1,189.7,0.2700,0.6166,23,49
877,1,0.2714,327.4,188.8,0.2714,0.6198,23,52
878,1,0.2729,327.7,187.8,0.2729,0.6229,23,55
879,1,0.2743,328.0,186.9,0.2743,0.6261,23,58
880,1,0.2758,328.3,186.0,0.2758,0.6293,23,61
881,1,0.2772,328.6,185.1,0.2772,0.6325,23,64
882,1,0.2787,328.9,184.2,0.2787,0.6357,23,67
883,1,0.2801,329.2,183.3,0.2801,0.6389,23,70
884,1,0.2816,329.5,182.4,0.2816,0.6421,23,73
885,1,0.2830,329.8,181.5,0.2830,0.6452,23,76
886,1,0.2845,330.2,180.6,0.2845,0.6484,23,79
887,1,0.2859,330.5,179.6,0.2859,0.6516,23,82
888,1,0.2874,330.8,178.7,0.2874,0.6547,23,85
889,1,0.2888,331.1,177.8,0.2888,0.6579,23,88
890,1,0.2903,331.5,176.9,0.2903,0.6611,23,91
891,1,0.2917,331.8,176.0,0.2917,0.6642,23,94
892,1,0.2932,332.1,175.1,0.2932,0.6674,23,97
893,1,0.2946,332.5,174.2,0.2946,0.6705,23,100
894,1,0.2961,332.8,173.3,0.2961,0.6737,23,103
895,1,0.2975,333.1,172.4,0.2975,0.6768,23,106
896,1,0.2990,333.5,171.5,0.2990,0.6800,23,109
897,1,0.3004,333.8,170.6,0.3004,0.6831,23,112
898,1,0.3019,334.2,169.7,0.3019,0.6862,23,115
899,1,0.3033,334.5,168.8,0.3033,0.6894,23,118
