pixel_index,arch_index,position_along_arch,x_screen,y_screen,uv_x,uv_y,universe,channel
3080,4,0.4644,1237.3,85.4,0.4644,0.9813,38,451
3081,4,0.4659,1238.1,85.0,0.4659,0.9827,38,454
3082,4,0.4673,1239.0,84.6,0.4673,0.9841,38,457
3083,4,0.4688,1239.9,84.2,0.4688,0.9854,38,460
3084,4,0.4702,1240.8,83.8,0.4702,0.9867,38,463
3085,4,0.4717,1241.7,83.5,0.4717,0.9879,38,466
3086,4,0.4731,1242.6,83.1,0.4731,0.9890,38,469
3087,4,0.4746,1243.5,82.8,0.4746,0.9902,38,472
3088,4,0.4761,1244.4,82.5,0.4761,0.9912,38,475
3089,4,0.4775,1245.3,82.2,0.4775,0.9922,38,478
3090,4,0.4790,1246.2,82.0,0.4790,0.9932,38,481
3091,4,0.4804,1247.2,81.7,0.4804,0.9941,38,484
3092,4,0.4819,1248.1,81.5,0.4819,0.9949,38,487
3093,4,0.4833,1249.0,81.2,0.4833,0.9957,38,490
3094,4,0.4848,1250.0,81.0,0.4848,0.9964,38,493
3095,4,0.4862,1250.9,80.8,0.4862,0.9970,38,496
3096,4,0.4877,1251.9,80.7,0.4877,0.9976,38,499
3097,4,0.4891,1252.8,80.5,0.4891,0.9981,38,502
3098,4,0.4906,1253.8,80.4,0.4906,0.9986,38,505
3099,4,0.4920,1254.7,80.3,0.4920,0.9990,38,508
3100,4,0.4935,1255.7,80.2,0.4935,0.9993,39,1
3101,4,0.4949,1256.6,80.1,0.4949,0.9996,39,4
3102,4,0.4964,1257.6,80.1,0.4964,0.9998,39,7
3103,4,0.4978,1258.6,80.0,0.4978,0.9999,39,10
3104,4,0.4993,1259.5,80.0,0.4993,1.0000,39,13
3105,4,0.5007,1260.5,80.0,0.5007,1.0000,39,16
3106,4,0.5022,1261.4,80.0,0.5022,0.9999,39,19
3107,4,0.5036,1262.4,80.1,0.5036,0.9998,39,22
3108,4,0.5051,1263.4,80.1,0.5051,0.9996,39,25
3109,4,0.5065,1264.3,80.2,0.5065,0.9993,39,28
3110,4,0.5080,1265.3,80.3,0.5080,0.9990,39,31
3111,4,0.5094,1266.2,80.4,0.5094,0.9986,39,34
3112,4,0.5109,1267.2,80.5,0.5109,0.9981,39,37
3113,4,0.5123,1268.1,80.7,0.5123,0.9976,39,40
3114,4,0.5138,1269.1,80.8,0.5138,0.9970,39,43
3115,4,0.5152,1270.0,81.0,0.5152,0.9964,39,46
3116,4,0.5167,1271.0,81.2,0.5167,0.9957,39,49
3117,4,0.5181,1271.9,81.5,0.5181,0.9949,39,52
3118,4,0.5196,1272.8,81.7,0.5196,0.9941,39,55
3119,4,0.5210,1273.8,82.0,0.5210,0.9932,39,58
3120,4,0.5225,1274.7,82.2,0.5225,0.9922,39,61
3121,4,0.5239,1275.6,82.5,0.5239,0.9912,39,64
3122,4,0.5254,1276.5,82.8,0.5254,0.9902,39,67
3123,4,0.5269,1277.4,83.1,0.5269,0.9890,39,70
3124,4,0.5283,1278.3,83.5,0.5283,0.9879,39,73
3125,4,0.5298,1279.2,83.8,0.5298,0.9867,39,76
3126,4,0.5312,1280.1,84.2,0.5312,0.9854,39,79
3127,4,0.5327,1281.0,84.6,0.5327,0.9841,39,82
3128,4,0.5341,1281.9,85.0,0.5341,0.9827,39,85
3129,4,0.5356,1282.7,85.4,0.5356,0.9813,39,88
3130,4,0.5370,1283.6,85.8,0.5370,0.9798,39,91
3131,4,0.5385,1284.5,86.2,0.5385,0.9783,39,94
3132,4,0.5399,1285.3,86.7,0.5399,0.9767,39,97
3133,4,0.5414,1286.2,87.1,0.5414,0.9751,39,100
3134,4,0.5428,1287.0,87.6,0.5428,0.9735,39,103
3135,4,0.5443,1287.8,88.1,0.5443,0.9718,39,106
3136,4,0.5457,1288.7,88.6,0.5457,0.9701,39,109
3137,4,0.5472,1289.5,89.1,0.5472,0.9683,39,112
3138,4,0.5486,1290.3,89.6,0.5486,0.9665,39,115
3139,4,0.5501,1291.1,90.1,0.5501,0.9647,39,118
3140,4,0.5515,1291.9,90.6,0.5515,0.9628,39,121
3141,4,0.5530,1292.7,91.2,0.5530,0.9609,39,124
3142,4,0.5544,1293.5,91.7,0.5544,0.9590,39,127
3143,4,0.5559,1294.2,92.3,0.5559,0.9570,39,130
3144,4,0.5573,1295.0,92.9,0.5573,0.9550,39,133
3145,4,0.5588,1295.8,93.5,0.5588,0.9529,39,136
3146,4,0.5602,1296.5,94.1,0.5602,0.9509,39,139
3147,4,0.5617,1297.3,94.7,0.5617,0.9488,39,142
3148,4,0.5631,1298.0,95.3,0.5631,0.9466,39,145
3149,4,0.5646,1298.8,95.9,0.5646,0.9445,39,148
3150,4,0.5660,1299.5,96.5,0.5660,0.9423,39,151
3151,4,0.5675,1300.2,97.1,0.5675,0.9401,39,154
3152,4,0.5689,1300.9,97.8,0.5689,0.9379,39,157
3153,4,0.5704,1301.7,98.4,0.5704,0.9356,39,160
3154,4,0.5718,1302.4,99.1,0.5718,0.9333,39,163
3155,4,0.5733,1303.1,99.7,0.5733,0.9310,39,166
3156,4,0.5747,1303.8,100.4,0.5747,0.9287,39,169
3157,4,0.5762,1304.4,101.1,0.5762,0.9264,39,172
3158,4,0.5776,1305.1,101.7,0.5776,0.9240,39,175
3159,4,0.5791,1305.8,102.4,0.5791,0.9216,39,178
3160,4,0.5806,1306.5,103.1,0.5806,0.9192,39,181
3161,4,0.5820,1307.1,103.8,0.5820,0.9168,39,184
3162,4,0.5835,1307.8,104.5,0.5835,0.9143,39,187
3163,4,0.5849,1308.4,105.2,0.5849,0.9118,39,190
3164,4,0.5864,1309.1,105.9,0.5864,0.9094,39,193
3165,4,0.5878,1309.7,106.6,0.5878,0.9068,39,196
3166,4,0.5893,1310.4,107.4,0.5893,0.9043,39,199
3167,4,0.5907,1311.0,108.1,0.5907,0.9018,39,202
3168,4,0.5922,1311.6,108.8,0.5922,0.8992,39,205
3169,4,0.5936,1312.2,109.6,0.5936,0.8967,39,208
3170,4,0.5951,1312.9,110.3,0.5951,0.8941,39,211
3171,4,0.5965,1313.5,111.0,0.5965,0.8915,39,214
3172,4,0.5980,1314.1,111.8,0.5980,0.8889,39,217
3173,4,0.5994,1314.7,112.5,0.5994,0.8862,39,220
3174,4,0.6009,1315.3,113.3,0.6009,0.8836,39,223
3175,4,0.6023,1315.8,114.1,0.6023,0.8809,39,226
3176,4,0.6038,1316.4,114.8,0.6038,0.8782,39,229
3177,4,0.6052,1317.0,115.6,0.6052,0.8756,39,232
3178,4,0.6067,1317.6,116.4,0.6067,0.8729,39,235
3179,4,0.6081,1318.1,117.1,0.6081,0.8702,39,238
3180,4,0.6096,1318.7,117.9,0.6096,0.8674,39,241
3181,4,0.6110,1319.3,118.7,0.6110,0.8647,39,244
3182,4,0.6125,1319.8,119.5,0.6125,0.8619,39,247
3183,4,0.6139,1320.4,120.3,0.6139,0.8592,39,250
3184,4,0.6154,1320.9,121.1,0.6154,0.8564,39,253
3185,4,0.6168,1321.5,121.9,0.6168,0.8536,39,256
3186,4,0.6183,1322.0,122.7,0.6183,0.8509,39,259
3187,4,0.6197,1322.5,123.5,0.6197,0.8481,39,262
3188,4,0.6212,1323.1,124.3,0.6212,0.8452,39,265
3189,4,0.6226,1323.6,125.1,0.6226,0.8424,39,268
3190,4,0.6241,1324.1,125.9,0.6241,0.8396,39,271
3191,4,0.6255,1324.6,126.7,0.6255,0.8368,39,274
3192,4,0.6270,1325.1,127.5,0.6270,0.8339,39,277
3193,4,0.6284,1325.6,128.3,0.6284,0.8311,39,280
3194,4,0.6299,1326.1,129.1,0.6299,0.8282,39,283
3195,4,0.6313,1326.6,130.0,0.6313,0.8253,39,286
3196,4,0.6328,1327.1,130.8,0.6328,0.8224,39,289
3197,4,0.6343,1327.6,131.6,0.6343,0.8195,39,292
3198,4,0.6357,1328.1,132.4,0.6357,0.8166,39,295
3199,4,0.6372,1328.6,133.3,0.6372,0.8137,39,298
3200,4,0.6386,1329.1,134.1,0.6386,0.8108,39,301
3201,4,0.6401,1329.5,134.9,0.6401,0.8079,39,304
3202,4,0.6415,1330.0,135.8,0.6415,0.8050,39,307
3203,4,0.6430,1330.5,136.6,0.6430,0.8020,39,310
3204,4,0.6444,1330.9,137.5,0.6444,0.7991,39,313
3205,4,0.6459,1331.4,138.3,0.6459,0.7961,39,316
3206,4,0.6473,1331.9,139.2,0.6473,0.7932,39,319
3207,4,0.6488,1332.3,140.0,0.6488,0.7902,39,322
3208,4,0.6502,1332.8,140.8,0.6502,0.7872,39,325
3209,4,0.6517,1333.2,141.7,0.6517,0.7843,39,328
3210,4,0.6531,1333.7,142.6,0.6531,0.7813,39,331
3211,4,0.6546,1334.1,143.4,0.6546,0.7783,39,334
3212,4,0.6560,1334.5,144.3,0.6560,0.7753,39,337
3213,4,0.6575,1335.0,145.1,0.6575,0.7723,39,340
3214,4,0.6589,1335.4,146.0,0.6589,0.7693,39,343
3215,4,0.6604,1335.8,146.8,0.6604,0.7663,39,346
3216,4,0.6618,1336.2,147.7,0.6618,0.7633,39,349
3217,4,0.6633,1336.7,148.6,0.6633,0.7602,39,352
3218,4,0.6647,1337.1,149.4,0.6647,0.7572,39,355
3219,4,0.6662,1337.5,150.3,0.6662,0.7542,39,358
3220,4,0.6676,1337.9,151.2,0.6676,0.7511,39,361
3221,4,0.6691,1338.3,152.0,0.6691,0.7481,39,364
3222,4,0.6705,1338.7,152.9,0.6705,0.7450,39,367
3223,4,0.6720,1339.1,153.8,0.6720,0.7420,39,370
3224,4,0.6734,1339.5,154.7,0.6734,0.7389,39,373
3225,4,0.6749,1339.9,155.5,0.6749,0.7359,39,376
3226,4,0.6763,1340.3,156.4,0.6763,0.7328,39,379
3227,4,0.6778,1340.7,157.3,0.6778,0.7297,39,382
3228,4,0.6792,1341.1,158.2,0.6792,0.7266,39,385
3229,4,0.6807,1341.5,159.1,0.6807,0.7236,39,388
3230,4,0.6821,1341.8,159.9,0.6821,0.7205,39,391
3231,4,0.6836,1342.2,160.8,0.6836,0.7174,39,394
3232,4,0.6851,1342.6,161.7,0.6851,0.7143,39,397
3233,4,0.6865,1343.0,162.6,0.6865,0.7112,39,400
3234,4,0.6880,1343.3,163.5,0.6880,0.7081,39,403
3235,4,0.6894,1343.7,164.4,0.6894,0.7050,39,406
3236,4,0.6909,1344.1,165.3,0.6909,0.7019,39,409
3237,4,0.6923,1344.4,166.2,0.6923,0.6987,39,412
3238,4,0.6938,1344.8,167.1,0.6938,0.6956,39,415
3239,4,0.6952,1345.1,167.9,0.6952,0.6925,39,418
3240,4,0.6967,1345.5,168.8,0.6967,0.6894,39,421
3241,4,0.6981,1345.8,169.7,0.6981,0.6862,39,424
3242,4,0.6996,1346.2,170.6,0.6996,0.6831,39,427
3243,4,0.7010,1346.5,171.5,0.7010,0.6800,39,430
3244,4,0.7025,1346.9,172.4,0.7025,0.6768,39,433
3245,4,0.7039,1347.2,173.3,0.7039,0.6737,39,436
3246,4,0.7054,1347.5,174.2,0.7054,0.6705,39,439
3247,4,0.7068,1347.9,175.1,0.7068,0.6674,39,442
3248,4,0.7083,1348.2,176.0,0.7083,0.6642,39,445
3249,4,0.7097,1348.5,176.9,0.7097,0.6611,39,448
3250,4,0.7112,1348.9,177.8,0.7112,0.6579,39,451
3251,4,0.7126,1349.2,178.7,0.7126,0.6547,39,454
3252,4,0.7141,1349.5,179.6,0.7141,0.6516,39,457
3253,4,0.7155,1349.8,180.6,0.7155,0.6484,39,460
3254,4,0.7170,1350.2,181.5,0.7170,0.6452,39,463
3255,4,0.7184,1350.5,182.4,0.7184,0.6421,39,466
3256,4,0.7199,1350.8,183.3,0.7199,0.6389,39,469
3257,4,0.7213,1351.1,184.2,0.7213,0.6357,39,472
3258,4,0.7228,1351.4,185.1,0.7228,0.6325,39,475
3259,4,0.7242,1351.7,186.0,0.7242,0.6293,39,478
3260,4,0.7257,1352.0,186.9,0.7257,0.6261,39,481
3261,4,0.7271,1352.3,187.8,0.7271,0.6229,39,484
3262,4,0.7286,1352.6,188.8,0.7286,0.6198,39,487
3263,4,0.7300,1352.9,189.7,0.7300,0.6166,39,490
3264,4,0.7315,1353.2,190.6,0.7315,0.6134,39,493
3265,4,0.7329,1353.5,191.5,0.7329,0.6102,39,496
3266,4,0.7344,1353.8,192.4,0.7344,0.6070,39,499
3267,4,0.7358,1354.1,193.3,0.7358,0.6037,39,502
3268,4,0.7373,1354.4,194.2,0.7373,0.6005,39,505
3269,4,0.7388,1354.6,195.2,0.7388,0.5973,39,508
3270,4,0.7402,1354.9,196.1,0.7402,0.5941,40,1
3271,4,0.7417,1355.2,197.0,0.7417,0.5909,40,4
3272,4,0.7431,1355.5,197.9,0.7431,0.5877,40,7
3273,4,0.7446,1355.7,198.8,0.7446,0.5845,40,10
3274,4,0.7460,1356.0,199.8,0.7460,0.5812,40,13
3275,4,0.7475,1356.3,200.7,0.7475,0.5780,40,16
3276,4,0.7489,1356.6,201.6,0.7489,0.5748,40,19
3277,4,0.7504,1356.8,202.5,0.7504,0.5715,40,22
3278,4,0.7518,1357.1,203.5,0.7518,0.5683,40,25
3279,4,0.7533,1357.4,204.4,0.7533,0.5651,40,28
3280,4,0.7547,1357.6,205.3,0.7547,0.5618,40,31
3281,4,0.7562,1357.9,206.2,0.7562,0.5586,40,34
3282,4,0.7576,1358.1,207.2,0.7576,0.5554,40,37
3283,4,0.7591,1358.4,208.1,0.7591,0.5521,40,40
3284,4,0.7605,1358.6,209.0,0.7605,0.5489,40,43
3285,4,0.7620,1358.9,209.9,0.7620,0.5456,40,46
3286,4,0.7634,1359.1,210.9,0.7634,0.5424,40,49
3287,4,0.7649,1359.4,211.8,0.7649,0.5391,40,52
3288,4,0.7663,1359.6,212.7,0.7663,0.5359,40,55
3289,4,0.7678,1359.9,213.7,0.7678,0.5326,40,58
3290,4,0.7692,1360.1,214.6,0.7692,0.5294,40,61
3291,4,0.7707,1360.3,215.5,0.7707,0.5261,40,64
3292,4,0.7721,1360.6,216.5,0.7721,0.5229,40,67
3293,4,0.7736,1360.8,217.4,0.7736,0.5196,40,70
3294,4,0.7750,1361.1,218.3,0.7750,0.5164,40,73
3295,4,0.7765,1361.3,219.3,0.7765,0.5131,40,76
3296,4,0.7779,1361.5,220.2,0.7779,0.5098,40,79
3297,4,0.7794,1361.7,221.1,0.7794,0.5066,40,82
3298,4,0.7808,1362.0,222.1,0.7808,0.5033,40,85
3299,4,0.7823,1362.2,223.0,0.7823,0.5000,40,88
3300,4,0.7837,1362.4,223.9,0.7837,0.4968,40,91
3301,4,0.7852,1362.6,224.9,0.7852,0.4935,40,94
3302,4,0.7866,1362.8,225.8,0.7866,0.4902,40,97
3303,4,0.7881,1363.1,226.7,0.7881,0.4869,40,100
3304,4,0.7896,1363.3,227.7,0.7896,0.4837,40,103
3305,4,0.7910,1363.5,228.6,0.7910,0.4804,40,106
3306,4,0.7925,1363.7,229.5,0.7925,0.4771,40,109
3307,4,0.7939,1363.9,230.5,0.7939,0.4738,40,112
3308,4,0.7954,1364.1,231.4,0.7954,0.4705,40,115
3309,4,0.7968,1364.3,232.4,0.7968,0.4673,40,118
3310,4,0.7983,1364.5,233.3,0.7983,0.4640,40,121
3311,4,0.7997,1364.7,234.2,0.7997,0.4607,40,124
3312,4,0.8012,1364.9,235.2,0.8012,0.4574,40,127
3313,4,0.8026,1365.1,236.1,0.8026,0.4541,40,130
3314,4,0.8041,1365.3,237.1,0.8041,0.4508,40,133
3315,4,0.8055,1365.5,238.0,0.8055,0.4475,40,136
3316,4,0.8070,1365.7,238.9,0.8070,0.4442,40,139
3317,4,0.8084,1365.9,239.9,0.8084,0.4409,40,142
3318,4,0.8099,1366.1,240.8,0.8099,0.4376,40,145
3319,4,0.8113,1366.3,241.8,0.8113,0.4343,40,148
3320,4,0.8128,1366.5,242.7,0.8128,0.4310,40,151
3321,4,0.8142,1366.7,243.7,0.8142,0.4278,40,154
3322,4,0.8157,1366.8,244.6,0.8157,0.4245,40,157
3323,4,0.8171,1367.0,245.6,0.8171,0.4212,40,160
3324,4,0.8186,1367.2,246.5,0.8186,0.4178,40,163
3325,4,0.8200,1367.4,247.4,0.8200,0.4145,40,166
3326,4,0.8215,1367.6,248.4,0.8215,0.4112,40,169
3327,4,0.8229,1367.7,249.3,0.8229,0.4079,40,172
3328,4,0.8244,1367.9,250.3,0.8244,0.4046,40,175
3329,4,0.8258,1368.1,251.2,0.8258,0.4013,40,178
3330,4,0.8273,1368.3,252.2,0.8273,0.3980,40,181
3331,4,0.8287,1368.4,253.1,0.8287,0.3947,40,184
3332,4,0.8302,1368.6,254.1,0.8302,0.3914,40,187
3333,4,0.8316,1368.8,255.0,0.8316,0.3881,40,190
3334,4,0.8331,1368.9,256.0,0.8331,0.3848,40,193
3335,4,0.8345,1369.1,256.9,0.8345,0.3815,40,196
3336,4,0.8360,1369.2,257.9,0.8360,0.3781,40,199
3337,4,0.8374,1369.4,258.8,0.8374,0.3748,40,202
3338,4,0.8389,1369.6,259.7,0.8389,0.3715,40,205
3339,4,0.8403,1369.7,260.7,0.8403,0.3682,40,208
3340,4,0.8418,1369.9,261.6,0.8418,0.3649,40,211
3341,4,0.8433,1370.0,262.6,0.8433,0.3616,40,214
3342,4,0.8447,1370.2,263.5,0.8447,0.3582,40,217
3343,4,0.8462,1370.3,264.5,0.8462,0.3549,40,220
3344,4,0.8476,1370.5,265.4,0.8476,0.3516,40,223
3345,4,0.8491,1370.6,266.4,0.8491,0.3483,40,226
3346,4,0.8505,1370.8,267.3,0.8505,0.3450,40,229
3347,4,0.8520,1370.9,268.3,0.8520,0.3416,40,232
3348,4,0.8534,1371.0,269.2,0.8534,0.3383,40,235
3349,4,0.8549,1371.2,270.2,0.8549,0.3350,40,238
3350,4,0.8563,1371.3,271.1,0.8563,0.3317,40,241
3351,4,0.8578,1371.5,272.1,0.8578,0.3283,40,244
3352,4,0.8592,1371.6,273.0,0.8592,0.3250,40,247
3353,4,0.8607,1371.7,274.0,0.8607,0.3217,40,250
3354,4,0.8621,1371.9,275.0,0.8621,0.3183,40,253
3355,4,0.8636,1372.0,275.9,0.8636,0.3150,40,256
3356,4,0.8650,1372.1,276.9,0.8650,0.3117,40,259
3357,4,0.8665,1372.3,277.8,0.8665,0.3084,40,262
3358,4,0.8679,1372.4,278.8,0.8679,0.3050,40,265
3359,4,0.8694,1372.5,279.7,0.8694,0.3017,40,268
3360,4,0.8708,1372.6,280.7,0.8708,0.2984,40,271
3361,4,0.8723,1372.7,281.6,0.8723,0.2950,40,274
3362,4,0.8737,1372.9,282.6,0.8737,0.2917,40,277
3363,4,0.8752,1373.0,283.5,0.8752,0.2884,40,280
3364,4,0.8766,1373.1,284.5,0.8766,0.2850,40,283
3365,4,0.8781,1373.2,285.4,0.8781,0.2817,40,286
3366,4,0.8795,1373.3,286.4,0.8795,0.2783,40,289
3367,4,0.8810,1373.5,287.3,0.8810,0.2750,40,292
3368,4,0.8824,1373.6,288.3,0.8824,0.2717,40,295
3369,4,0.8839,1373.7,289.3,0.8839,0.2683,40,298
3370,4,0.8853,1373.8,290.2,0.8853,0.2650,40,301
3371,4,0.8868,1373.9,291.2,0.8868,0.2616,40,304
3372,4,0.8882,1374.0,292.1,0.8882,0.2583,40,307
3373,4,0.8897,1374.1,293.1,0.8897,0.2550,40,310
3374,4,0.8911,1374.2,294.0,0.8911,0.2516,40,313
3375,4,0.8926,1374.3,295.0,0.8926,0.2483,40,316
3376,4,0.8940,1374.4,295.9,0.8940,0.2449,40,319
3377,4,0.8955,1374.5,296.9,0.8955,0.2416,40,322
3378,4,0.8970,1374.6,297.9,0.8970,0.2383,40,325
3379,4,0.8984,1374.7,298.8,0.8984,0.2349,40,328
3380,4,0.8999,1374.8,299.8,0.8999,0.2316,40,331
3381,4,0.9013,1374.9,300.7,0.9013,0.2282,40,334
3382,4,0.9028,1375.0,301.7,0.9028,0.2249,40,337
3383,4,0.9042,1375.1,302.6,0.9042,0.2215,40,340
3384,4,0.9057,1375.2,303.6,0.9057,0.2182,40,343
3385,4,0.9071,1375.2,304.6,0.9071,0.2148,40,346
3386,4,0.9086,1375.3,305.5,0.9086,0.2115,40,349
3387,4,0.9100,1375.4,306.5,0.9100,0.2081,40,352
3388,4,0.9115,1375.5,307.4,0.9115,0.2048,40,355
3389,4,0.9129,1375.6,308.4,0.9129,0.2014,40,358
3390,4,0.9144,1375.7,309.3,0.9144,0.1981,40,361
3391,4,0.9158,1375.7,310.3,0.9158,0.1947,40,364
3392,4,0.9173,1375.8,311.3,0.9173,0.1914,40,367
3393,4,0.9187,1375.9,312.2,0.9187,0.1880,40,370
3394,4,0.9202,1376.0,313.2,0.9202,0.1847,40,373
3395,4,0.9216,1376.0,314.1,0.9216,0.1813,40,376
3396,4,0.9231,1376.1,315.1,0.9231,0.1780,40,379
3397,4,0.9245,1376.2,316.1,0.9245,0.1746,40,382
3398,4,0.9260,1376.3,317.0,0.9260,0.1713,40,385
3399,4,0.9274,1376.3,318.0,0.9274,0.1679,40,388
3400,4,0.9289,1376.4,318.9,0.9289,0.1646,40,391
3401,4,0.9303,1376.5,319.9,0.9303,0.1612,40,394
3402,4,0.9318,1376.5,320.9,0.9318,0.1579,40,397
3403,4,0.9332,1376.6,321.8,0.9332,0.1545,40,400
3404,4,0.9347,1376.6,322.8,0.9347,0.1512,40,403
3405,4,0.9361,1376.7,323.7,0.9361,0.1478,40,406
3406,4,0.9376,1376.8,324.7,0.9376,0.1444,40,409
3407,4,0.9390,1376.8,325.6,0.9390,0.1411,40,412
3408,4,0.9405,1376.9,326.6,0.9405,0.1377,40,415
3409,4,0.9419,1376.9,327.6,0.9419,0.1344,40,418
3410,4,0.9434,1377.0,328.5,0.9434,0.1310,40,421
3411,4,0.9448,1377.0,329.5,0.9448,0.1277,40,424
3412,4,0.9463,1377.1,330.4,0.9463,0.1243,40,427
3413,4,0.9478,1377.1,331.4,0.9478,0.1210,40,430
3414,4,0.9492,1377.2,332.4,0.9492,0.1176,40,433
3415,4,0.9507,1377.2,333.3,0.9507,0.1142,40,436
3416,4,0.9521,1377.3,334.3,0.9521,0.1109,40,439
3417,4,0.9536,1377.3,335.2,0.9536,0.1075,40,442
3418,4,0.9550,1377.4,336.2,0.9550,0.1042,40,445
3419,4,0.9565,1377.4,337.2,0.9565,0.1008,40,448
3420,4,0.9579,1377.4,338.1,0.9579,0.0974,40,451
3421,4,0.9594,1377.5,339.1,0.9594,0.0941,40,454
3422,4,0.9608,1377.5,340.1,0.9608,0.0907,40,457
3423,4,0.9623,1377.5,341.0,0.9623,0.0874,40,460
3424,4,0.9637,1377.6,342.0,0.9637,0.0840,40,463
3425,4,0.9652,1377.6,342.9,0.9652,0.0807,40,466
3426,4,0.9666,1377.6,343.9,0.9666,0.0773,40,469
3427,4,0.9681,1377.7,344.9,0.9681,0.0739,40,472
3428,4,0.9695,1377.7,345.8,0.9695,0.0706,40,475
3429,4,0.9710,1377.7,346.8,0.9710,0.0672,40,478
3430,4,0.9724,1377.8,347.7,0.9724,0.0639,40,481
3431,4,0.9739,1377.8,348.7,0.9739,0.0605,40,484
3432,4,0.9753,1377.8,349.7,0.9753,0.0571,40,487
3433,4,0.9768,1377.8,350.6,0.9768,0.0538,40,490
3434,4,0.9782,1377.8,351.6,0.9782,0.0504,40,493
3435,4,0.9797,1377.9,352.5,0.9797,0.0471,40,496
3436,4,0.9811,1377.9,353.5,0.9811,0.0437,40,499
3437,4,0.9826,1377.9,354.5,0.9826,0.0403,40,502
3438,4,0.9840,1377.9,355.4,0.9840,0.0370,40,505
3439,4,0.9855,1377.9,356.4,0.9855,0.0336,40,508
3440,4,0.9869,1377.9,357.3,0.9869,0.0303,41,1
3441,4,0.9884,1378.0,358.3,0.9884,0.0269,41,4
3442,4,0.9898,1378.0,359.3,0.9898,0.0235,41,7
3443,4,0.9913,1378.0,360.2,0.9913,0.0202,41,10
3444,4,0.9927,1378.0,361.2,0.9927,0.0168,41,13
3445,4,0.9942,1378.0,362.2,0.9942,0.0134,41,16
3446,4,0.9956,1378.0,363.1,0.9956,0.0101,41,19
3447,4,0.9971,1378.0,364.1,0.9971,0.0067,41,22
3448,4,0.9985,1378.0,365.0,0.9985,0.0034,41,25
3449,4,1.0000,1378.0,366.0,1.0000,0.0000,41,28
